date,title,url,source,llm_pseudo_label,close_price,next_day_close_price,actual_price_return_pct,actual_price_label,text_for_llm
2025-01-03,Weekly Coffee News: Southwest Roaster Showdown + How Franchising Works,https://dailycoffeenews.com/2025/01/03/weekly-coffee-news-southwest-roaster-showdown-how-franchising-works/,dailycoffeenews,neutral,318.6499938964844,318.6000061035156,-0.015687366680128944,중립,title: weekly coffee news: southwest roaster showdown + how franchising works
2025-01-06,Vietnam’s Highlands Coffee yet to see sales boost from new stores,https://www.worldcoffeeportal.com/news/vietnams-highlands-coffee-yet-to-see-sales-boost-from-new-stores/,worldcoffeeportal,neutral,318.6000061035156,320.5,0.5963571437807983,중립,title: vietnam’s highlands coffee yet to see sales boost from new stores
2025-01-06,FDA Says Coffee with Less Than Five Calories Can Be Called ‘Healthy’,https://dailycoffeenews.com/2025/01/06/fda-says-coffee-with-less-than-five-calories-can-be-called-healthy/,dailycoffeenews,neutral,318.6000061035156,320.5,0.5963571437807983,중립,title: fda says coffee with less than five calories can be called ‘healthy’
2025-01-06,The Barista League Coming to Six Global Regions in 2025,https://dailycoffeenews.com/2025/01/06/the-barista-league-coming-to-six-global-regions-in-2025/,dailycoffeenews,neutral,318.6000061035156,320.5,0.5963571437807983,중립,title: the barista league coming to six global regions in 2025
2025-01-06,10-Year-Old Upstate NY Brewery Sprouts Common Roots Coffee,https://dailycoffeenews.com/2025/01/06/10-year-old-upstate-ny-brewery-sprouts-common-roots-coffee/,dailycoffeenews,neutral,318.6000061035156,320.5,0.5963571437807983,중립,title: 10-year-old upstate ny brewery sprouts common roots coffee
2025-01-06,Vietnam’s Cộng Cà Phê to make Philippines debut in February 2025,https://www.worldcoffeeportal.com/news/vietnams-cong-ca-phe-to-make-philippines-debut-in-february-2025-2/,worldcoffeeportal,neutral,318.6000061035156,320.5,0.5963571437807983,중립,title: vietnam’s cộng cà phê to make philippines debut in february 2025
2025-01-07,Creature’s Plants & Coffee Offers Multiple Comforts in LA,https://dailycoffeenews.com/2025/01/07/creatures-plants-coffee-offers-multiple-comforts-in-la/,dailycoffeenews,neutral,320.5,316.45001220703125,-1.263646737275741,중립,title: creature’s plants & coffee offers multiple comforts in la
2025-01-07,Roastology Reimagined in Richmond with New Roastery and Cafe,https://dailycoffeenews.com/2025/01/07/roastology-reimagined-in-richmond-with-new-roastery-and-cafe/,dailycoffeenews,neutral,320.5,316.45001220703125,-1.263646737275741,중립,title: roastology reimagined in richmond with new roastery and cafe
2025-01-07,Study: Coffee Drinking Significantly Reduces Head and Neck Cancer Risk,https://dailycoffeenews.com/2025/01/07/study-coffee-drinking-significantly-reduces-head-and-neck-cancer-risk/,dailycoffeenews,neutral,320.5,316.45001220703125,-1.263646737275741,중립,title: study: coffee drinking significantly reduces head and neck cancer risk
2025-01-07,Panera Brands appoints Interim CEO as José Alberto Dueñas unexpectedly steps down,https://www.worldcoffeeportal.com/news/panera-brands-appoints-interim-ceo-as-jose-alberto-duenas-unexpectedly-steps-down/,worldcoffeeportal,neutral,320.5,316.45001220703125,-1.263646737275741,중립,title: panera brands appoints interim ceo as josé alberto dueñas unexpectedly steps down
2025-01-07,Dutch specialty coffee group Kaldi Koffie acquired by hospitality entrepreneurs,https://www.worldcoffeeportal.com/news/dutch-specialty-coffee-group-kaldi-koffie-acquired-by-hospitality-entrepreneurs/,worldcoffeeportal,neutral,320.5,316.45001220703125,-1.263646737275741,중립,title: dutch specialty coffee group kaldi koffie acquired by hospitality entrepreneurs
2025-01-07,Coffee Board of India to introduce new national certifications for producers,https://www.worldcoffeeportal.com/news/coffee-board-of-india-to-introduce-new-national-certifications-for-producers/,worldcoffeeportal,neutral,320.5,316.45001220703125,-1.263646737275741,중립,title: coffee board of india to introduce new national certifications for producers
2025-01-07,Colombia’s Juan Valdez opens its largest store globally in Argentina,https://www.worldcoffeeportal.com/news/colombias-juan-valdez-opens-its-largest-store-globally-in-argentina/,worldcoffeeportal,neutral,320.5,316.45001220703125,-1.263646737275741,중립,title: colombia’s juan valdez opens its largest store globally in argentina
2025-01-08,Canada’s Happy Belly Acquiring Smile Tiger Coffee Roasters in $173K Deal,https://dailycoffeenews.com/2025/01/08/canadas-happy-belly-acquiring-smile-tiger-coffee-roasters-in-173k-deal/,dailycoffeenews,neutral,316.45001220703125,318.5,0.6478077781294523,중립,title: canada’s happy belly acquiring smile tiger coffee roasters in $173k deal
2025-01-08,Study Finds the Best Time of Day to Drink Coffee for a Longer Life,https://dailycoffeenews.com/2025/01/08/study-finds-the-best-time-of-day-to-drink-coffee-for-a-longer-life/,dailycoffeenews,neutral,316.45001220703125,318.5,0.6478077781294523,중립,title: study finds the best time of day to drink coffee for a longer life
2025-01-08,Panera and Caribou Group CEO Steps Down After Less Than Two Years,https://dailycoffeenews.com/2025/01/08/panera-and-caribou-group-ceo-steps-down-after-less-than-two-years/,dailycoffeenews,neutral,316.45001220703125,318.5,0.6478077781294523,중립,title: panera and caribou group ceo steps down after less than two years
2025-01-08,Oriental Kopi seeking to raise RM184m ($40.9m) in IPO,https://www.worldcoffeeportal.com/news/oriental-kopi-seeking-to-raise-rm184m-40-9m-in-ipo/,worldcoffeeportal,neutral,316.45001220703125,318.5,0.6478077781294523,중립,title: oriental kopi seeking to raise rm184m ($40.9m) in ipo
2025-01-08,Matthew Algie launches supply chain decarbonisation project in Honduras,https://www.worldcoffeeportal.com/news/matthew-algie-launches-supply-chain-decarbonisation-project-in-honduras/,worldcoffeeportal,neutral,316.45001220703125,318.5,0.6478077781294523,중립,title: matthew algie launches supply chain decarbonisation project in honduras
2025-01-09,Pony Coffee Gallops Into Tulsa with First Cafe,https://dailycoffeenews.com/2025/01/09/pony-coffee-gallops-into-tulsa-with-first-cafe/,dailycoffeenews,neutral,318.5,323.8500061035156,1.6797507389374018,중립,title: pony coffee gallops into tulsa with first cafe
2025-01-09,Krispy Kreme reshuffles global leadership team with four internal promotions,https://www.worldcoffeeportal.com/news/krispy-kreme-reshuffles-global-leadership-team-with-four-internal-promotions/,worldcoffeeportal,neutral,318.5,323.8500061035156,1.6797507389374018,중립,title: krispy kreme reshuffles global leadership team with four internal promotions
2025-01-09,Löfbergs expands coffee partnership with major Nordics hotel group,https://www.worldcoffeeportal.com/news/lofbergs-expands-coffee-partnership-with-major-nordics-hotel-group/,worldcoffeeportal,neutral,318.5,323.8500061035156,1.6797507389374018,중립,title: löfbergs expands coffee partnership with major nordics hotel group
2025-01-09,Canada’s Happy Belly to acquire Smile Tiger Coffee Roasters,https://www.worldcoffeeportal.com/news/canadas-happy-belly-to-acquire-smile-tiger-coffee-roasters/,worldcoffeeportal,neutral,318.5,323.8500061035156,1.6797507389374018,중립,title: canada’s happy belly to acquire smile tiger coffee roasters
2025-01-09,Greggs posts record £2bn sales despite subdued fourth quarter footfall,https://www.worldcoffeeportal.com/news/greggs-posts-record-2bn-sales-despite-subdued-fourth-quarter-footfall/,worldcoffeeportal,neutral,318.5,323.8500061035156,1.6797507389374018,중립,title: greggs posts record £2bn sales despite subdued fourth quarter footfall
2025-01-09,Huhtamäki appoints new President and CEO,https://www.worldcoffeeportal.com/news/huhtamaki-appoints-new-president-and-ceo/,worldcoffeeportal,neutral,318.5,323.8500061035156,1.6797507389374018,중립,title: huhtamäki appoints new president and ceo
2025-01-09,Costa Rica Study Shows Promise for Low-Elevation Arabica Hybrids in Shade,https://dailycoffeenews.com/2025/01/09/costa-rica-study-shows-promise-for-low-elevation-arabica-hybrids-in-shade/,dailycoffeenews,neutral,318.5,323.8500061035156,1.6797507389374018,중립,title: costa rica study shows promise for low-elevation arabica hybrids in shade
2025-01-10,Third Wave Water Acquires Perfect Coffee Water,https://dailycoffeenews.com/2025/01/10/third-wave-water-acquires-perfect-coffee-water/,dailycoffeenews,neutral,323.8500061035156,325.95001220703125,0.6484502281727231,중립,title: third wave water acquires perfect coffee water
2025-01-10,Weekly Coffee News: Proud Mary’s All-Cold Journey + A Macro Cortado,https://dailycoffeenews.com/2025/01/10/weekly-coffee-news-proud-marys-all-cold-journey-a-macro-cortado/,dailycoffeenews,neutral,323.8500061035156,325.95001220703125,0.6484502281727231,중립,title: weekly coffee news: proud mary’s all-cold journey + a macro cortado
2025-01-10,Ediya Coffee appoints new CEO to spearhead brand revamp,https://www.worldcoffeeportal.com/news/ediya-coffee-appoints-new-ceo-to-spearhead-brand-revamp/,worldcoffeeportal,neutral,323.8500061035156,325.95001220703125,0.6484502281727231,중립,title: ediya coffee appoints new ceo to spearhead brand revamp
2025-01-13,Otto Coffee Roasters is Off to a Promising Start in Binghamton,https://dailycoffeenews.com/2025/01/13/otto-coffee-roasters-is-off-to-a-promising-start-in-binghamton/,dailycoffeenews,neutral,325.95001220703125,321.95001220703125,-1.2271820371828517,중립,title: otto coffee roasters is off to a promising start in binghamton
2025-01-13,"Cafe Kreyol Gets Bigger with 10,000-Square-Foot HQ in Virginia",https://dailycoffeenews.com/2025/01/13/cafe-kreyol-gets-bigger-with-10000-square-foot-hq-in-virginia/,dailycoffeenews,neutral,325.95001220703125,321.95001220703125,-1.2271820371828517,중립,"title: cafe kreyol gets bigger with 10,000-square-foot hq in virginia"
2025-01-13,TOUS les JOURS to re-enter Malaysia with new franchise partner,https://www.worldcoffeeportal.com/news/tous-les-jours-to-re-enter-malaysia-with-new-franchise-partner/,worldcoffeeportal,neutral,325.95001220703125,321.95001220703125,-1.2271820371828517,중립,title: tous les jours to re-enter malaysia with new franchise partner
2025-01-13,Starbucks drops WPP as US Creative Agency of Record,https://www.worldcoffeeportal.com/news/starbucks-drops-wpp-as-us-creative-agency-of-record/,worldcoffeeportal,neutral,325.95001220703125,321.95001220703125,-1.2271820371828517,중립,title: starbucks drops wpp as us creative agency of record
2025-01-13,Pret a Manger partners with Voici La Mode for 2025 Cyprus launch,https://www.worldcoffeeportal.com/news/pret-a-manger-partners-with-voici-la-mode-for-2025-cyprus-launch/,worldcoffeeportal,neutral,325.95001220703125,321.95001220703125,-1.2271820371828517,중립,title: pret a manger partners with voici la mode for 2025 cyprus launch
2025-01-14,UK’s Caravan Coffee Roasters appoints new Head of Coffee,https://www.worldcoffeeportal.com/news/uks-caravan-coffee-roasters-appoints-new-head-of-coffee/,worldcoffeeportal,neutral,321.95001220703125,330.45001220703125,2.6401614156591613,중립,title: uk’s caravan coffee roasters appoints new head of coffee
2025-01-14,Address Coffee Speaks to Quality With Multiroaster Bar in NE Florida,https://dailycoffeenews.com/2025/01/14/address-coffee-speaks-to-quality-with-multiroaster-bar-in-ne-florida/,dailycoffeenews,neutral,321.95001220703125,330.45001220703125,2.6401614156591613,중립,title: address coffee speaks to quality with multiroaster bar in ne florida
2025-01-14,World’s First Air-to-Water Coffee Machine Appears at CES,https://dailycoffeenews.com/2025/01/14/worlds-first-air-to-water-coffee-machine-appears-at-ces/,dailycoffeenews,neutral,321.95001220703125,330.45001220703125,2.6401614156591613,중립,title: world’s first air-to-water coffee machine appears at ces
2025-01-14,"Column: For Coffee’s Survival, Researchers Must Prioritize Climate Change",https://dailycoffeenews.com/2025/01/14/column-for-coffees-survival-researchers-must-prioritize-climate-change/,dailycoffeenews,neutral,321.95001220703125,330.45001220703125,2.6401614156591613,중립,"title: column: for coffee’s survival, researchers must prioritize climate change"
2025-01-14,Farmer Bros appoints Brian Miller as Vice President of Sales,https://www.worldcoffeeportal.com/news/farmer-bros-appoints-brian-miller-as-vice-president-of-sales/,worldcoffeeportal,neutral,321.95001220703125,330.45001220703125,2.6401614156591613,중립,title: farmer bros appoints brian miller as vice president of sales
2025-01-15,Prima Coffee Equipment Opens Brick-and-Mortar Store in Louisville,https://dailycoffeenews.com/2025/01/15/prima-coffee-equipment-opens-brick-and-mortar-store-in-louisville/,dailycoffeenews,neutral,330.45001220703125,327.1499938964844,-0.998643724812263,중립,title: prima coffee equipment opens brick-and-mortar store in louisville
2025-01-15,Coffee Holding Co. Sues Texas Broker Over Missing Coffee Shipment,https://dailycoffeenews.com/2025/01/15/coffee-holding-co-sues-texas-broker-over-missing-coffee-shipment/,dailycoffeenews,neutral,330.45001220703125,327.1499938964844,-0.998643724812263,중립,title: coffee holding co. sues texas broker over missing coffee shipment
2025-01-15,"Compass Coffee Co-Founder Sues Owners, Alleging Fraud",https://dailycoffeenews.com/2025/01/15/compass-coffee-co-founder-sues-owners-alleging-fraud/,dailycoffeenews,neutral,330.45001220703125,327.1499938964844,-0.998643724812263,중립,"title: compass coffee co-founder sues owners, alleging fraud"
2025-01-15,Vietnam’s Three O’Clock signs deal to enter four South Asian markets,https://www.worldcoffeeportal.com/news/vietnams-three-oclock-signs-deal-to-enter-four-south-asian-markets/,worldcoffeeportal,neutral,330.45001220703125,327.1499938964844,-0.998643724812263,중립,title: vietnam’s three o’clock signs deal to enter four south asian markets
2025-01-15,Brazil’s Expocacer reports record 2024 coffee exports,https://www.worldcoffeeportal.com/news/brazils-expocacer-reports-record-2024-coffee-exports/,worldcoffeeportal,price-down,330.45001220703125,327.1499938964844,-0.998643724812263,중립,title: brazil’s expocacer reports record 2024 coffee exports
2025-01-16,"Avercasso Launches Smaller Green Coffee Sorter, the CS Lite",https://dailycoffeenews.com/2025/01/16/avercasso-launches-smaller-green-coffee-sorter-the-cs-lite/,dailycoffeenews,neutral,327.1499938964844,328.3500061035156,0.3668079564173715,중립,"title: avercasso launches smaller green coffee sorter, the cs lite"
2025-01-16,National Coffee Association Talks Directly to Consumers through aboutcoffee.org,https://dailycoffeenews.com/2025/01/16/national-coffee-association-talks-directly-to-consumers-through-aboutcoffee-org/,dailycoffeenews,neutral,327.1499938964844,328.3500061035156,0.3668079564173715,중립,title: national coffee association talks directly to consumers through aboutcoffee.org
2025-01-16,Weekly Coffee News: A Pre-Grind AI Blender + Legacy Brand Refreshed,https://dailycoffeenews.com/2025/01/16/weekly-coffee-news-a-pre-grind-ai-blender-legacy-brand-refreshed/,dailycoffeenews,neutral,327.1499938964844,328.3500061035156,0.3668079564173715,중립,title: weekly coffee news: a pre-grind ai blender + legacy brand refreshed
2025-01-16,Digital focus drives sales growth for Denmark’s Lagkagehuset,https://www.worldcoffeeportal.com/news/digital-focus-drives-sales-growth-for-denmarks-lagkagehuset/,worldcoffeeportal,neutral,327.1499938964844,328.3500061035156,0.3668079564173715,중립,title: digital focus drives sales growth for denmark’s lagkagehuset
2025-01-16,Paris Baguette UK hires former Starbucks exec to drive outlet growth,https://www.worldcoffeeportal.com/news/paris-baguette-uk-hires-former-starbucks-exec-to-drive-outlet-growth/,worldcoffeeportal,neutral,327.1499938964844,328.3500061035156,0.3668079564173715,중립,title: paris baguette uk hires former starbucks exec to drive outlet growth
2025-01-16,GoTo Foods appoints new Chief Brand Officer for Cinnabon,https://www.worldcoffeeportal.com/news/goto-foods-appoints-new-chief-brand-officer-for-cinnabon/,worldcoffeeportal,neutral,327.1499938964844,328.3500061035156,0.3668079564173715,중립,title: goto foods appoints new chief brand officer for cinnabon
2025-01-16,Digital focus drives sales growth for Denmark’s Lagkagehuset,https://www.worldcoffeeportal.com/news/digital-focus-drives-sales-growth-for-denmarks-lagkagehuset-2/,worldcoffeeportal,neutral,327.1499938964844,328.3500061035156,0.3668079564173715,중립,title: digital focus drives sales growth for denmark’s lagkagehuset
2025-01-16,Jollibee Food Corp launches Tiong Bahru Bakery in the Philippines,https://www.worldcoffeeportal.com/news/jollibee-food-corp-launches-tiong-bahru-bakery-in-the-philippines/,worldcoffeeportal,neutral,327.1499938964844,328.3500061035156,0.3668079564173715,중립,title: jollibee food corp launches tiong bahru bakery in the philippines
2025-01-17,Farmer Brothers Coffee Makes Two Key VP Appointments,https://dailycoffeenews.com/2025/01/17/farmer-brothers-coffee-makes-two-key-vp-appointments/,dailycoffeenews,neutral,328.3500061035156,327.79998779296875,-0.16750976102417864,중립,title: farmer brothers coffee makes two key vp appointments
2025-01-17,"From Taiwan, the Latest Syncfo Pro Analyzes Coffee in Many Forms",https://dailycoffeenews.com/2025/01/17/from-taiwan-the-latest-synfo-pro-analyzes-coffee-in-many-forms/,dailycoffeenews,neutral,328.3500061035156,327.79998779296875,-0.16750976102417864,중립,"title: from taiwan, the latest syncfo pro analyzes coffee in many forms"
2025-01-17,Turkey’s Espressolab appoints new Chief Marketing Officer,https://www.worldcoffeeportal.com/news/turkeys-espressolab-appoints-new-chief-marketing-officer/,worldcoffeeportal,neutral,328.3500061035156,327.79998779296875,-0.16750976102417864,중립,title: turkey’s espressolab appoints new chief marketing officer
2025-01-20,"With Green Climate Fund Backing, Conservation International Launching AROMA Coffee Project",https://dailycoffeenews.com/2025/01/20/with-green-climate-fund-backing-conservation-international-launching-aroma-coffee-project/,dailycoffeenews,neutral,,,,,"title: with green climate fund backing, conservation international launching aroma coffee project"
2025-01-20,Caffè Nero reports record UK Christmas sales,https://www.worldcoffeeportal.com/news/caffe-nero-reports-record-uk-christmas-sales/,worldcoffeeportal,neutral,,,,,title: caffè nero reports record uk christmas sales
2025-01-20,UK’s Gail’s appoints new Managing Director to drive growth,https://www.worldcoffeeportal.com/news/uks-gails-appoints-new-managing-director-to-drive-growth/,worldcoffeeportal,neutral,,,,,title: uk’s gail’s appoints new managing director to drive growth
2025-01-20,PJ’s Coffee to ramp up franchise growth after strong 2024 sales,https://www.worldcoffeeportal.com/news/pjs-coffee-to-ramp-up-franchise-growth-after-strong-2024-sales/,worldcoffeeportal,neutral,,,,,title: pj’s coffee to ramp up franchise growth after strong 2024 sales
2025-01-20,Coffee alternative brand Atomo Coffee eyes new café partnerships,https://www.worldcoffeeportal.com/news/coffee-alternative-brand-atomo-coffee-eyes-new-cafe-partnerships/,worldcoffeeportal,neutral,,,,,title: coffee alternative brand atomo coffee eyes new café partnerships
2025-01-21,Coffee Price Volatility Harms the Mental Health of Farmers,https://dailycoffeenews.com/2025/01/21/coffee-price-volatility-harms-the-mental-health-of-farmers/,dailycoffeenews,neutral,327.79998779296875,341.8500061035156,4.286155837022348,상승,title: coffee price volatility harms the mental health of farmers
2025-01-21,Indiana’s Copper Moon Coffee Sues Cleveland Coffee Shop Following TikTok Moment,https://dailycoffeenews.com/2025/01/21/indianas-copper-moon-coffee-sues-cleveland-coffee-shop-following-tiktok-moment/,dailycoffeenews,neutral,327.79998779296875,341.8500061035156,4.286155837022348,상승,title: indiana’s copper moon coffee sues cleveland coffee shop following tiktok moment
2025-01-21,Matthew Algie and Solidaridad Launch Two-Year Decarbonization Pilot in Honduras,https://dailycoffeenews.com/2025/01/21/matthew-algie-and-solidaridad-launch-two-year-decarbonization-pilot-in-honduras/,dailycoffeenews,neutral,327.79998779296875,341.8500061035156,4.286155837022348,상승,title: matthew algie and solidaridad launch two-year decarbonization pilot in honduras
2025-01-21,Knoops targets significant UK and international outlet growth in 2025,https://www.worldcoffeeportal.com/news/knoops-targets-significant-uk-and-international-outlet-growth-in-2025/,worldcoffeeportal,neutral,327.79998779296875,341.8500061035156,4.286155837022348,상승,title: knoops targets significant uk and international outlet growth in 2025
2025-01-21,India’s Chelvies Coffee raises $1m to support outlet growth,https://www.worldcoffeeportal.com/news/indias-chelvies-coffee-raises-1m-to-support-outlet-growth/,worldcoffeeportal,neutral,327.79998779296875,341.8500061035156,4.286155837022348,상승,title: india’s chelvies coffee raises $1m to support outlet growth
2025-01-22,Neumann Kaffee Gruppe to decentralise global operations with new regional offices,https://www.worldcoffeeportal.com/news/neumann-kaffee-gruppe-to-decentralise-global-operations-with-new-regional-offices/,worldcoffeeportal,neutral,341.8500061035156,343.95001220703125,0.6143062939948353,중립,title: neumann kaffee gruppe to decentralise global operations with new regional offices
2025-01-22,Study: Coffee Extends Its Lead as Top US Caffeine Source,https://dailycoffeenews.com/2025/01/22/study-coffee-extends-its-lead-as-top-us-caffeine-source/,dailycoffeenews,neutral,341.8500061035156,343.95001220703125,0.6143062939948353,중립,title: study: coffee extends its lead as top us caffeine source
2025-01-22,"Stray Cat Coffee Finds a Home in Baker City, Oregon",https://dailycoffeenews.com/2025/01/22/stray-cat-coffee-finds-a-home-in-baker-city-oregon/,dailycoffeenews,neutral,341.8500061035156,343.95001220703125,0.6143062939948353,중립,"title: stray cat coffee finds a home in baker city, oregon"
2025-01-22,Further leadership changes at JDE Peet’s with new finance and marketing hires,https://www.worldcoffeeportal.com/news/further-leadership-changes-at-jde-peets-with-new-finance-and-marketing-hires/,worldcoffeeportal,neutral,341.8500061035156,343.95001220703125,0.6143062939948353,중립,title: further leadership changes at jde peet’s with new finance and marketing hires
2025-01-22,Design Details: Mountainous Landscape Patterns at Salto in Colorado,https://dailycoffeenews.com/2025/01/22/design-details-mountainous-landscape-patterns-at-salto-in-colorado/,dailycoffeenews,neutral,341.8500061035156,343.95001220703125,0.6143062939948353,중립,title: design details: mountainous landscape patterns at salto in colorado
2025-01-23,Luckin Coffee makes Malaysia debut with two Kuala Lumpur outlets,https://www.worldcoffeeportal.com/news/luckin-coffee-makes-malaysia-debut-with-two-kuala-lumpur-outlets/,worldcoffeeportal,neutral,343.95001220703125,347.54998779296875,1.0466566239778452,중립,title: luckin coffee makes malaysia debut with two kuala lumpur outlets
2025-01-23,Greece’s Mikel Coffee appoints master franchisee for India launch,https://www.worldcoffeeportal.com/news/greeces-mikel-coffee-appoints-master-franchisee-for-india-launch/,worldcoffeeportal,neutral,343.95001220703125,347.54998779296875,1.0466566239778452,중립,title: greece’s mikel coffee appoints master franchisee for india launch
2025-01-23,"NKG Decentralizes Top Leadership, Names New CEO for the Americas",https://dailycoffeenews.com/2025/01/23/nkg-decentralizes-top-leadership-names-new-ceo-for-the-americas/,dailycoffeenews,neutral,343.95001220703125,347.54998779296875,1.0466566239778452,중립,"title: nkg decentralizes top leadership, names new ceo for the americas"
2025-01-23,"From China, the Roma Pro Home Roaster Automates Up to 300 Grams",https://dailycoffeenews.com/2025/01/23/from-china-the-roma-pro-home-roaster-automates-up-to-300-grams/,dailycoffeenews,neutral,343.95001220703125,347.54998779296875,1.0466566239778452,중립,"title: from china, the roma pro home roaster automates up to 300 grams"
2025-01-24,Egypt’s Cilantro appoints Mohomed El-Shazly as new CEO,https://www.worldcoffeeportal.com/news/egypts-cilantro-appoints-mohomed-el-shazly-as-new-ceo/,worldcoffeeportal,neutral,347.54998779296875,349.20001220703125,0.47475887556221097,중립,title: egypt’s cilantro appoints mohomed el-shazly as new ceo
2025-01-24,Saudi Arabia’s Kyan Café continues Middle East expansion with first Iraq outlet,https://www.worldcoffeeportal.com/news/saudi-arabias-kyan-cafe-continues-middle-east-expansion-with-first-iraq-outlet/,worldcoffeeportal,neutral,347.54998779296875,349.20001220703125,0.47475887556221097,중립,title: saudi arabia’s kyan café continues middle east expansion with first iraq outlet
2025-01-24,Weekly Coffee News: Roasting 201 at Mill City + 2025 Coffee Science and Education Summit,https://dailycoffeenews.com/2025/01/24/weekly-coffee-news-roasting-201-at-mill-city-2025-coffee-science-and-education-summit/,dailycoffeenews,neutral,347.54998779296875,349.20001220703125,0.47475887556221097,중립,title: weekly coffee news: roasting 201 at mill city + 2025 coffee science and education summit
2025-01-27,Study Confirms Coffee Rust Fungicides Toxic to Farmworkers,https://dailycoffeenews.com/2025/01/27/study-confirms-coffee-rust-fungicides-toxic-to-farmworkers/,dailycoffeenews,price-up,349.20001220703125,357.5,2.3768578186784,중립,title: study confirms coffee rust fungicides toxic to farmworkers
2025-01-27,"It’s Always Full Bloom at Tselia Coffee in Greenville, SC",https://dailycoffeenews.com/2025/01/27/its-always-full-bloom-at-tselia-coffee-in-greenville-sc/,dailycoffeenews,neutral,349.20001220703125,357.5,2.3768578186784,중립,"title: it’s always full bloom at tselia coffee in greenville, sc"
2025-01-27,Coffee Industry on Edge as Trump Briefly Proposes 25% Tariffs on Colombian Goods,https://dailycoffeenews.com/2025/01/27/coffee-industry-on-edge-as-trump-briefly-proposes-25-tariffs-on-colombian-goods/,dailycoffeenews,price-up,349.20001220703125,357.5,2.3768578186784,중립,title: coffee industry on edge as trump briefly proposes 25% tariffs on colombian goods
2025-01-27,Kenya’s Java House acquired by private equity firms,https://www.worldcoffeeportal.com/news/kenyas-java-house-acquired-by-private-equity-firms/,worldcoffeeportal,neutral,349.20001220703125,357.5,2.3768578186784,중립,title: kenya’s java house acquired by private equity firms
2025-01-28,Long-serving Starbucks China Chairwoman Belinda Wong retires,https://www.worldcoffeeportal.com/news/long-serving-starbucks-china-chairwoman-belinda-wong-retires/,worldcoffeeportal,neutral,357.5,366.5499877929687,2.53146511691432,중립,title: long-serving starbucks china chairwoman belinda wong retires
2025-01-28,Offbeat Coffee is On Point in Sacramento,https://dailycoffeenews.com/2025/01/28/offbeat-coffee-is-on-point-in-sacramento/,dailycoffeenews,neutral,357.5,366.5499877929687,2.53146511691432,중립,title: offbeat coffee is on point in sacramento
