date,combined_titles,processed_text,sentiment_label_1,sentiment_score_1,sentiment_label_2,sentiment_score_2,sentiment_label_finbert,sentiment_score_finbert,Date,Coffee_Price,price_change_pct,price_movement
2015-01-19,Multinational Tea Company Ito En to Acquire Distant Lands Coffee for $82 Million Kopi Luwak vs. Geisha at Temple Coffee’s Most Controversial Cupping,tea controversial geisha coffees ito luwak acquire multinational kopi million vs cupping temple distant en lands company coffee,LABEL_1,0.855042040348053,NEGATIVE,0.9756866097450256,neutral,0.8486263751983643,2015-01-19,,0.0,neutral
2015-01-20,"This Man is Not George Clooney and He is Not Drinking Nespresso Armed Thieves Steal Top-Grade Coffee From Mill in Nyeri, Kenya",mill nespresso kenya clooney nyeri topgrade steal thieves drinking man george armed coffee,LABEL_0,0.55423903465271,NEGATIVE,0.9645176529884338,neutral,0.8518446087837219,2015-01-20,164.3000030517578,-3.9181268703170735,neutral
2015-01-21,"Santa Barbara’s The French Press Has Plans for Nearly 2,000-Square-Foot Goleta Space Test Tubes, Baby: The New Pre-Dose Rack System from Alpha Dominche B Corp Could Be Coffee’s Next Big Certification Movement, and Here’s Why",baby press corp dominche b could next coffees heres goleta big plans certification rack french santa test movement space squarefoot predose nearly barbaras alpha new system tubes,LABEL_1,0.8901183605194092,NEGATIVE,0.9966942071914673,neutral,0.8835667371749878,2015-01-21,161.25,-1.856362139443779,neutral
2015-01-22,"Meet Southern Roots, Pairing Panther Coffee with Fresh Food and Bulk Goods in Jacksonville New Brewing in Cincy: Collective Espresso’s Second Neighborhood Bar",bulk roots fresh brewing pairing cincy collective bar second espressos food coffee goods jacksonville meet neighborhood southern new panther,LABEL_1,0.9098204970359802,POSITIVE,0.9275587201118469,neutral,0.9200747609138489,2015-01-22,159.9499969482422,-0.8062034429505816,neutral
2015-01-23,"Alpha, Bravo, Castillo? A New Coffee Alphabet Looking for an X",castillo x looking alpha bravo new alphabet coffee,LABEL_2,0.5292810201644897,NEGATIVE,0.6334936022758484,neutral,0.8874510526657104,2015-01-23,162.4499969482422,1.5629884637065494,neutral
2015-01-26,Bonavita to Open European Headquarters Next Month in The Netherlands Brazilian Researchers Discover Coffee Fragments with Morphine-Like Effects,morphinelike next brazilian month fragments netherlands bonavita researchers effects discover coffee headquarters open european,LABEL_1,0.9004836678504944,NEGATIVE,0.8374049067497253,neutral,0.882672905921936,2015-01-26,161.85000610351562,-0.36933878485557736,neutral
2015-01-27,Businessman Part of Green Coffee Craze Reaches $9 Million FTC Settlement Meet Beachcomber Coffee: Energy-Efficient Roasting in Vancouver Just Love Coffee Roasters Building First Three Stores in Major Expansion Plan,vancouver businessman roasters major plan stores million ftc coffee expansion part three settlement craze energyefficient meet building love roasting beachcomber green reaches first,LABEL_2,0.5804481506347656,POSITIVE,0.9966907501220703,neutral,0.8742075562477112,2015-01-27,168.1999969482422,3.923380046501368,neutral
2015-01-28,Meet Tiny Warrior Coffee: Throwing Serious Flavor Punches in The Mission Philly Police Seeking Man Who Robbed Ultimo Coffee at Gunpoint Bow Truss Coffee’s Windows Covered with Anti-Gentrification Signs in Chicago,flavor windows signs robbed truss man coffees punches mission throwing coffee antigentrification chicago tiny covered bow seeking police warrior philly meet ultimo serious gunpoint,LABEL_1,0.49261483550071716,NEGATIVE,0.9490491151809692,neutral,0.8245970606803894,2015-01-28,167.6999969482422,-0.2972651659166492,neutral
2015-01-29,Crimson Cup Opens $1.1 Million Roasting and Distribution HQ in Columbus Check Out This Fighter-Plane-Inspired Custom Build from Espresso Parts,check espresso opens hq parts custom million roasting fighterplaneinspired build distribution crimson cup columbus,LABEL_1,0.8784403204917908,NEGATIVE,0.9956632256507874,neutral,0.8750055432319641,2015-01-29,160.0,-4.591530762292539,down
2015-01-30,"Inside SF’s Newest Multiroaster, Mazarine Coffee on Market St. Record-High Scores Reached at Latest Brazil Naturals Cup of Excellence Competition",inside excellence multiroaster st market latest brazil naturals scores sfs competition recordhigh mazarine reached newest coffee cup,LABEL_1,0.5523642897605896,POSITIVE,0.9921715259552002,neutral,0.7690443396568298,2015-01-30,161.89999389648438,1.1874961853027388,neutral
2015-02-02,Affluent Chicago ‘Burb Evanston Wants to Give Some Coffee Business a Sweet Deal Caffe Crema Adds to the Growing Coffee Culture in Kuala Lumpur,burb caffe affluent chicago culture sweet crema give adds evanston business growing kuala deal coffee lumpur wants,LABEL_1,0.523045003414154,POSITIVE,0.9933590292930603,neutral,0.8075882196426392,2015-02-02,162.4499969482422,0.3397177717680888,neutral
2015-02-03,"Meet Press, a New Coffee Brewing and Origin Logging App It’s Totally OK To Pair Coffee and Wine, Says Renowned Wine Authority Sweet Maria’s Responds to Customer Claims of Compromised Credit Cards",says press totally sweet cards brewing customer app coffee credit authority logging ok claims pair marias meet wine compromised origin responds new renowned,LABEL_1,0.7183036208152771,NEGATIVE,0.9154945611953735,neutral,0.8893093466758728,2015-02-03,160.75,-1.046473979795648,neutral
2015-02-04,"Behind the Lens with the Creative Duo at European Coffee Trip A Q&A With the Inventor of the Bullet 1kg Roaster, Coming Soon (Hopefully) Wilbur Curtis Announces Executive-Level Changes for Kevin and Michael Curtis",behind kevin coming wilbur michael duo creative bullet european roaster qa announces coffee executivelevel lens trip soon hopefully kg changes inventor curtis,LABEL_1,0.7001901865005493,POSITIVE,0.9549852013587952,neutral,0.836624026298523,2015-02-04,164.89999389648438,2.581644725651233,neutral
2015-02-05,"JavaJog 2015 Coming to Seattle April 10, Benefiting Women in Ethiopia The Owner of World’s Largest Coffee Cup Lid Collection on Consumerism and Design",javajog ethiopia worlds design benefiting consumerism april coming owner cup lid collection coffee largest women seattle,LABEL_2,0.620549201965332,POSITIVE,0.9957330822944641,neutral,0.8509082794189453,2015-02-05,164.75,-0.09096052276298394,neutral
2015-02-06,YouTube Star and LA Coffee Club Collaborate for Common Culture Coffee Line,collaborate culture line youtube club la coffee star common,LABEL_1,0.8721078038215637,NEGATIVE,0.9078502655029297,neutral,0.9342413544654846,2015-02-06,166.85000610351562,1.274662278309946,neutral
2015-02-09,"Tennessee Company Claims Promising Results in Guatemala for Nontoxic Rust Fungicide The World’s Most Bird-Friendly Coffee, in Ethiopia, and Why it is In Danger",worlds ethiopia results rust guatemala danger birdfriendly promising nontoxic tennessee coffee company claims fungicide,LABEL_1,0.5963497757911682,NEGATIVE,0.9950475692749023,negative,0.5143831968307495,2015-02-09,167.60000610351562,0.4495055274584159,neutral
2015-02-10,Six Lenses on Gender in Specialty Coffee Production Kona Coffee Leaders Renew Push for Purity Standards and Packaging Disclosure Caffeination Returns to NZ with Expanded Consumer Focus and NZSCA Ties,production packaging disclosure six renew purity ties nzsca focus coffee gender kona returns consumer caffeination leaders nz expanded lenses standards specialty push,LABEL_1,0.862091600894928,NEGATIVE,0.8500499129295349,neutral,0.8617731332778931,2015-02-10,159.39999389648438,-4.892608537237542,down
2015-02-11,Verve Coffee Roasters Planning at Least Four More Los Angeles Shops Coffee Crafters Launches Small-Quantity Green Coffee Resale Operation Green Coffee Prices Hit 11-Month Low as Brazil Crop Reaches Crucial Stage,roasters crafters brazil prices launches operation verve hit coffee least crucial los smallquantity stage crop low month planning resale angeles four green reaches shops,LABEL_1,0.8176985383033752,NEGATIVE,0.9960894584655762,neutral,0.852266252040863,2015-02-11,159.4499969482422,0.03136954433655692,neutral
2015-02-12,New Hampshire’s A&E Roastery Hoping to Break the Loyalty Pattern in Manchester We Highly Suggest Doing The Hustle with Coffee Savant Matt Perger,ae matt loyalty suggest highly hampshires pattern savant hustle hoping roastery manchester new break perger coffee,LABEL_1,0.7321786880493164,NEGATIVE,0.9134783744812012,neutral,0.8317204713821411,2015-02-12,164.5500030517578,3.198498715036724,neutral
2015-02-13,Meet The Crowd-Conceived Handground Manual Grinder,manual handground meet grinder crowdconceived,LABEL_1,0.8957456946372986,NEGATIVE,0.7958152890205383,neutral,0.7936973571777344,2015-02-13,163.1999969482422,-0.8204230194337914,neutral
2015-02-16,Brash Coffee Planning New Atlanta Outpost for Salvadoran Coffee ME Swing and Pueblo a Pueblo: A Case Study in Charitable Collaboration,pueblo brash study charitable outpost salvadoran case collaboration new atlanta coffee planning swing,LABEL_1,0.8450987935066223,NEGATIVE,0.5098432302474976,neutral,0.8687699437141418,2015-02-16,,0.0,neutral
2015-02-17,Starbucks Unveils Reserve Line Subscription with Upcharge for Freshness Coming to Columbus: Mission Coffee Co.’s Roastery and Education Lab Sustainable Harvest To Test How Bag Type in Warehousing Affects Quality SCAA and SCAE Join to Create the First UAE National Chapter in Dubai,sustainable starbucks coming education create upcharge columbus lab line chapter quality unveils mission coffee bag uae test warehousing cos scae join dubai freshness national roastery subscription scaa harvest reserve type affects first,LABEL_1,0.7662465572357178,POSITIVE,0.9904403686523438,neutral,0.8735352754592896,2015-02-17,155.64999389648438,-4.626227446653841,down
2015-02-18,High-Concept Brewing and Passionate Service at Amethyst Coffee in Denver Philz Coffee Secures Additional $15 Million Investment for Nationwide Expansion,service denver nationwide passionate philz expansion secures highconcept amethyst brewing million coffee additional investment,LABEL_2,0.6874526739120483,POSITIVE,0.9982629418373108,neutral,0.6707748770713806,2015-02-18,152.8000030517578,-1.8310253494914774,neutral
2015-02-19,"Winning Lot Fetches $189/lb at Expectation-Shattering Chinese Specialty Auction Inside Roast Magazine: Roast Profile Development, Kenyan Quality and Flavor Communication",inside expectationshattering flavor winning quality magazine kenyan lot chinese specialty roast development communication lb auction profile fetches,LABEL_1,0.8178601264953613,POSITIVE,0.9947974681854248,neutral,0.7501316070556641,2015-02-19,149.1999969482422,-2.3560248898006897,neutral
2015-02-20,Direct from Dublin: The World’s Best Irish Coffee Recipe,worlds recipe best irish dublin direct coffee,LABEL_2,0.5167781114578247,POSITIVE,0.999259889125824,neutral,0.8823443055152893,2015-02-20,148.64999389648438,-0.36863476072899193,neutral
2015-02-23,Say Hello to the 2015 U.S. Coffee Championship Winners U.S. Health Agencies May Officially Deem Coffee a Healthy Drink,winners championship drink agencies officially healthy say hello us deem may coffee health,LABEL_2,0.8170089721679688,POSITIVE,0.9894599914550781,neutral,0.8628701567649841,2015-02-23,144.4499969482422,-2.825426922766605,neutral
2015-02-24,Young Miami Roastery Relentless Representing Four Generations in Nicaraguan Coffee Brewers Cup: From the Shadows to the Cutting Edge in Manual Brewing Highwire Coffee Roasters Buying Berkeley’s Beloved Local 123,berkeleys roasters buying highwire miami brewing relentless cup manual generations shadows nicaraguan coffee edge beloved young local brewers four roastery cutting representing,LABEL_1,0.8190712332725525,POSITIVE,0.9809969663619995,neutral,0.8546349406242371,2015-02-24,145.35000610351562,0.623059310687224,neutral
2015-02-25,"Artis ‘Live Roast Experience’ Opening in Bangkok, Three U.S. Stores to Follow Now TNTing in NOLA: The New Orleans Barista Social Club NGOs Promote Trade, Gender Equality as New Coffees Emerge from DRC",experience artis social us live coffees orleans stores club ngos nola equality trade gender promote drc three emerge follow barista bangkok roast opening new tnting,LABEL_1,0.8300437331199646,NEGATIVE,0.7420372366905212,neutral,0.9064916968345642,2015-02-25,139.75,-3.852773215246652,neutral
2015-02-26,From Theory to Policy: The Next Step in Coffee Supply Sustainability,sustainability next policy theory step coffee supply,LABEL_1,0.8348641395568848,POSITIVE,0.9848441481590271,neutral,0.917826771736145,2015-02-26,136.5500030517578,-2.289801036309258,neutral
2015-02-27,"This Week’s Headlines: Odd Things to Do with Cups, Like Eat Them Blue Bottle to Begin Selling Pre-Ground Coffee Following Perfect Acquisition",headlines cups eat blue selling like weeks begin following odd perfect preground bottle coffee things acquisition,LABEL_1,0.7083346247673035,NEGATIVE,0.9068726897239685,neutral,0.8929682374000549,2015-02-27,136.75,0.14646425761439819,neutral
2015-03-02,Women-Focused Ugandan Cooperative Earns 2015 SCAA Sustainability Award Inside Zagat’s 2015 Coffee Consumer Trends Survey,inside sustainability consumer ugandan womenfocused earns scaa zagats trends coffee survey award cooperative,LABEL_1,0.8231437802314758,POSITIVE,0.5407088994979858,positive,0.852026641368866,2015-03-02,135.10000610351562,-1.2065768895681006,neutral
2015-03-03,"Custom Machine Builder Slayer Announces First-Ever Stock Model Inventory Now Brewing in Eagle Rock, Los Angeles: Found Coffee ‘Men and Coffee’ is Like ‘Hot Dudes Reading,’ Minus the Books",firstever found hot brewing books dudes eagle rock men minus like custom announces coffee model machine los inventory stock reading angeles builder slayer,LABEL_1,0.6674980521202087,NEGATIVE,0.9938226938247681,neutral,0.9108344912528992,2015-03-03,126.25,-6.550707404657419,down
2015-03-04,"Coffee Prices Continue Decline Despite Production Deficit Predictions, ICO Says App Alert: Conversational Reviews from Multiple Search Angles with Hot Coffee App Long Island City’s Coffeed Opens in Manhattan and Seoul, More Coming",says hot production despite coming prices ico decline app predictions reviews angles alert multiple deficit coffeed coffee island search citys long conversational continue opens seoul manhattan,LABEL_1,0.7647720575332642,POSITIVE,0.9714520573616028,neutral,0.8529119491577148,2015-03-04,134.0500030517578,6.178220239016086,up
2015-03-05,"Now Brewing In Seattle: MmmHmm Coffee in Hilliard’s Brewery, Ballard Could ‘Steam-Poaching’ Be the Next Big Thing in Eggspresso Perfection?",big steampoaching next thing perfection ballard hilliards eggspresso brewing mmmhmm brewery coffee could seattle,LABEL_1,0.5331295132637024,POSITIVE,0.9118700623512268,neutral,0.907277524471283,2015-03-05,131.5500030517578,-1.8649757128574862,neutral
2015-03-06,Why Social and Environmental Impact Matter in the Lending Game at Origin From Problem to Opportunity in Coffee-Reliant Burundi (Video),game lending video social burundi origin opportunity matter problem coffeereliant environmental impact,LABEL_1,0.7756043076515198,NEGATIVE,0.9947108030319214,neutral,0.8678585290908813,2015-03-06,136.5,3.7628254149828066,neutral
2015-03-09,The Origin-Focused Preview of SCAA 2015 in Seattle An Insider Guide to the Best Craft Coffee in Prague,prague best craft guide insider scaa preview originfocused seattle coffee,LABEL_2,0.6607534289360046,NEGATIVE,0.868418276309967,neutral,0.904228150844574,2015-03-09,133.64999389648438,-2.08791655935211,neutral
2015-03-10,Know Where Coffee Manually Pouring and Pulling in Gainesville It’s a Family Affair at New Portland-Based Coffee Consultancy Catalyst A Science-Lite Rap Battle About Caffeine and Roast Depth Exists,pulling depth exists gainesville caffeine family coffee pouring sciencelite know manually rap battle roast consultancy new portlandbased catalyst affair,LABEL_1,0.8019407391548157,POSITIVE,0.9664875268936157,neutral,0.8909060955047607,2015-03-10,131.6999969482422,-1.4590325756037914,neutral
2015-03-11,"Raleigh’s Slingshot Coffee Continues Growth Pattern with $400,000 Investment Spyhouse Coffee to Open Fourth Minneapolis Location in Warehouse District Dallas-Based Noble Coyote Plans Growth from New Expo Park Roastery",spyhouse pattern district coyote slingshot continues minneapolis coffee plans investment fourth warehouse park noble location growth expo dallasbased open raleighs roastery new,LABEL_1,0.7349683046340942,POSITIVE,0.7428882122039795,neutral,0.9240070581436157,2015-03-11,128.39999389648438,-2.505697136086271,neutral
2015-03-12,"The Martha Stewart Cafe is Happening in Chelsea A Budapest Independent Coffee Virtual Tour (with Map) ICO, 4C and IDH Announce Biggest International Coffee PPP To Date",ppp independent cafe ico martha chelsea date stewart biggest happening budapest coffee tour map idh announce international c virtual,LABEL_1,0.778735339641571,POSITIVE,0.6824050545692444,neutral,0.9120742678642273,2015-03-12,128.85000610351562,0.35047681341329184,neutral
2015-03-13,One Roaster’s 66-Page Manifesto on Modulating the Flavor Profile of Coffee,flavor roasters one manifesto page coffee profile modulating,LABEL_1,0.884316086769104,NEGATIVE,0.6430887579917908,neutral,0.9464869499206543,2015-03-13,126.4499969482422,-1.8626379833814655,neutral
2015-03-16,"Contained Pourover Unit Cafflano Finds Funding, Hits Trade Show Circuit",contained finds unit hits funding circuit cafflano show trade pourover,LABEL_1,0.9077843427658081,NEGATIVE,0.9879883527755737,positive,0.6542202234268188,2015-03-16,134.89999389648438,6.682480942803726,up
2015-03-17,"Behmor Unveiling ‘Connected’ Roaster and Brewer Models Single Cups and Workplace Coffee in the NCA’s 2015 Consumer Trends Report Cyclone Pam’s Horrible Destruction of Lives and Coffee On Tanna Island, Vanuatu",horrible ncas lives report destruction models single unveiling tanna roaster trends workplace coffee island consumer vanuatu behmor connected brewer cups pams cyclone,LABEL_0,0.8247378468513489,NEGATIVE,0.9994530081748962,neutral,0.9026491045951843,2015-03-17,133.9499969482422,-0.7042231217379902,neutral
2015-03-18,"Coffee and Cannabis for a Cause Coming to Seattle in April Check Out These Lamp Shades Made from Used Coffee Filters 15,000 Square Feet of Tech Innovation and Blue Bottle Coffee at Hanahaus",blue innovation coming april used cannabis shades lamp coffee seattle check cause feet square made filters tech bottle hanahaus,LABEL_1,0.7006093859672546,NEGATIVE,0.9943637847900391,neutral,0.9200246334075928,2015-03-18,136.25,1.7170609213574828,neutral
2015-03-19,"New ICO Study Takes Long View of Continent-Wide Sustainability Issues in Africa The 2015 Roasters Choice Champion on Competition, Roasting and Losing a Mentor",sustainability study roasters choice takes losing view continentwide issues competition mentor roasting africa new ico champion long,LABEL_1,0.6726737022399902,NEGATIVE,0.9814599752426147,neutral,0.8075103163719177,2015-03-19,140.0,2.752293577981657,neutral
2015-03-20,Now Roasting in South Philadelphia’s Point Breeze: Other Animal Oceana Coffee Opens Second Shop in SE Florida’s Budding Specialty Market,opens south point philadelphias market oceana se animal specialty shop budding roasting breeze coffee floridas second,LABEL_1,0.9284235835075378,POSITIVE,0.9617458581924438,neutral,0.8651279807090759,2015-03-20,143.35000610351562,2.3928615025111677,neutral
2015-03-23,"Buffalo’s Public Espresso Opens in Historic Hotel, Plans 3,500-s.f. Flagship Richmond Roastery Blanchard’s Coffee Celebrates 10 Years with Rebranding",espresso opens richmond celebrates rebranding public historic hotel blanchards roastery flagship years sf coffee plans buffalos,LABEL_2,0.8151004314422607,POSITIVE,0.9953681230545044,neutral,0.8811597228050232,2015-03-23,141.85000610351562,-1.04638991010354,neutral
2015-03-24,La Marzocco Unveils a Mini Model of the Linea Classic for High-End Home Use Sacramento’s The Trade Combines Coffee and Co-Working in Hybrid Model “A Film About Coffee” Announced as James Beard Award Finalist,mini classic coworking unveils film coffee finalist trade model home sacramentos use james la highend hybrid linea announced combines beard marzocco award,LABEL_1,0.8618350625038147,NEGATIVE,0.9327566623687744,neutral,0.7868714928627014,2015-03-24,137.3000030517578,-3.2076156897994257,neutral
2015-03-25,"What Is Craft Coffee? Revolución to Represent Coffee at Portland Mercado, Grand Opening April 11 Meet the 23-Year-Old Behind the Farmer-Concerned Snack Brand Cherry Hero",hero behind meet revolucin grand portland craft represent mercado april yearold snack cherry opening coffee farmerconcerned brand,LABEL_1,0.9050722718238831,NEGATIVE,0.6168874502182007,neutral,0.8041825294494629,2015-03-25,139.9499969482422,1.9300756282470077,neutral
2015-03-26,Four Women From Different Sides of Coffee Industry Talk Gender Equity Chinese Leaders Plan to Create One of World’s Largest Coffee Exchange Centers,worlds plan one four sides leaders centers industry chinese talk exchange equity coffee largest create women gender different,LABEL_1,0.8021767735481262,POSITIVE,0.9814157485961914,neutral,0.9233459234237671,2015-03-26,140.25,0.21436445752032185,neutral
2015-03-27,Major Changes Coming to the 2016 World Barista Championship Java Jog 2014: Where Did the Money Go?,championship changes barista jog coming go world money java major,LABEL_1,0.8694512844085693,POSITIVE,0.5434156656265259,neutral,0.9211368560791016,2015-03-27,138.1999969482422,-1.4616777552640348,neutral
2015-03-30,"Stranded Yemeni-American Trying to Flee Civil War for U.S. Coffee Events Revelator Coffee Opens Second Shop, in Chattanooga’s Northshore",opens revelator stranded trying civil yemeniamerican flee war shop chattanoogas us coffee events northshore second,LABEL_1,0.7905738949775696,NEGATIVE,0.9876819252967834,neutral,0.7177965044975281,2015-03-30,132.35000610351562,-4.23298912728447,down
2015-03-31,Roasting Lupine as Coffee Substitute: An Informal How-To Colombian Coffee Commission Publishes Final Recommendations for Industry Reforms SoCal’s Klatch Coffee Triples Capacity with New Roasting and Training HQ,klatch commission substitute socals reforms publishes colombian capacity coffee informal recommendations howto triples lupine final training industry roasting new hq,LABEL_1,0.900256872177124,NEGATIVE,0.9940381050109863,neutral,0.9145717024803162,2015-03-31,132.89999389648438,0.4155555478694728,neutral
2015-04-01,"Q&A with Bar Innovator and Now Coffee Author Tristan Stephenson Numerous 2016 World Coffee Competition Events Heading to Shanghai, China",author tristan shanghai heading china innovator qa competition bar stephenson world coffee events numerous,LABEL_1,0.9057287573814392,POSITIVE,0.9817988276481628,neutral,0.8853737115859985,2015-04-01,134.85000610351562,1.4672778755355775,neutral
2015-04-02,Modern Times: The Brewery That’s Also a Serious Roastery Now Roasting: Borealis Coffee Brings Northern Lights to New England,lights northern also modern thats brings england borealis roastery roasting times new brewery coffee serious,LABEL_1,0.7820473909378052,POSITIVE,0.9885297417640686,neutral,0.9119215607643127,2015-04-02,140.89999389648438,4.486457188829918,up
2015-04-06,New Tastify Cupping App Designed to Unify the Language of Flavor,app flavor language tastify designed unify cupping new,LABEL_1,0.8609046339988708,POSITIVE,0.9468838572502136,neutral,0.8945449590682983,2015-04-06,146.1999969482422,3.7615353309749633,neutral
2015-04-07,The Future of Whole Bean Ordering May Be In this Pourover Brewer Rise Up Coffee Roasters Opening Fourth Spot in Maryland’s Eastern Shore,brewer future pourover fourth shore roasters rise marylands spot eastern opening bean may coffee whole ordering,LABEL_1,0.9213621616363525,POSITIVE,0.7952806949615479,neutral,0.7171030640602112,2015-04-07,141.9499969482422,-2.9069768048658684,neutral
2015-04-08,"What’s So Important About High-Altitude Coffee? Starbucks Grants $400,000 to World Coffee Research to Assist Guatemalan Farmers",grants important whats guatemalan research starbucks farmers world assist highaltitude coffee,LABEL_1,0.5732966065406799,POSITIVE,0.9916963577270508,neutral,0.7721327543258667,2015-04-08,135.6999969482422,-4.402958882964169,down
2015-04-09,"At $3.48 Billion, Coffee Jumps to Second Place in U.S. Specialty Food Sales A Photo Journey to Antioquia, Colombia, for the Third Annual Best Cup",jumps place third antioquia colombia annual best specialty sales food journey us photo billion coffee cup second,LABEL_2,0.5689006447792053,POSITIVE,0.9705511927604675,positive,0.6750092506408691,2015-04-09,137.4499969482422,1.2896094615738818,neutral
2015-04-10,"Magpie Coffee Roasters: Leading the Quality Charge in Reno Simple Question, Myriad Answers: Castillo or Caturra?",leading castillo roasters quality reno myriad caturra charge answers coffee question magpie simple,LABEL_1,0.7218714952468872,POSITIVE,0.9718331098556519,neutral,0.8827800750732422,2015-04-10,135.10000610351562,-1.7097059999291786,neutral
2015-04-12,Australia’s Sasa Sestic is the 2015 World Barista Champion Shiny New Products at the 2015 SCAA Expo in Seattle,expo products sasa barista australias world scaa champion sestic new shiny seattle,LABEL_1,0.796850323677063,POSITIVE,0.5491521954536438,neutral,0.7180126309394836,2015-04-12,,0.0,neutral
2015-04-14,"SCAA, Roast Magazine and Pacific Bag Team Up for 2015 Roaster Research Feeling Sustainability Despair? Embrace This Uncomfortable Word Coffee Kids Programming Reviving with Neumann Foundation Partnership",embrace magazine team programming word roaster bag coffee feeling neumann pacific uncomfortable research reviving despair foundation partnership sustainability kids roast scaa,LABEL_1,0.6490913033485413,NEGATIVE,0.9880175590515137,neutral,0.9200149774551392,2015-04-14,134.60000610351562,0.6355185820677622,neutral
2015-04-15,"Coffee Prices Fall to 14-Month Low Despite Increased Consumption At Long Last, Humans Thrust Espresso Machine Into Space",low increased espresso humans machine fall space despite prices consumption coffee month long thrust last,LABEL_1,0.8227461576461792,NEGATIVE,0.9993084669113159,negative,0.606246829032898,2015-04-15,135.8000030517578,0.8915281529179975,neutral
